Name,Link,Categories,Pricing,Platforms,Tags,Description
MAGIX Acid Music Studio,https://www.magix.com/us/music/acid/acid-music-studio/,Music Editor,"Trial, Paid",Windows,,"Build your own beats | With over 2,500 Loops | For hip-hop, rock and tons more | Includes 8 virtual instruments | Bonus: Special remixing tools"
MAGIX Music Maker,https://www.magix.com/us/music/music-maker/,Music Editor,"Free, Paid",Windows,,"Combine sounds & loops, play melodies with software instruments, record vocals and rap and drag & drop to apply effects."
Audiotool,https://www.audiotool.com/,Music Editor,Free,Web,Collaborative,"Make your own songs in the online studio app and publish them on the audiotool platform or listen to free music produced by the audiotool artists."
Soundation,https://soundation.com/,Music Editor,"Free, Subscription",Web,Collaborative,"Make music in your browser and collaborate with anyone on Soundation, a one-stop shop for audio samples, instruments, and effects."
Soundtrap,https://www.soundtrap.com/,Music Editor,"Free, Subscription",Web,Collaborative,"Music making, audio editing, loops, autotune, beat maker, all you need to create music free. It's online and collaborative - sign up for your free account now!"
Splice,https://splice.com/,Music Editor,Free,Web,Collaborative,"Splice is the leading platform for music production offering access to millions of the best royalty-free samples, loops, and presets; Rent-to-Own plugins & DAWs."
Ecrett Music,https://ecrettmusic.com/,Music Editor,"Free, Subscription",Web,,Easy way to create royalty free music.
DefleMask,http://deflemask.com/,Music Tracker,Free,"Windows, Mac, Linux",Retro Hardware Clone,
OpenMPT,https://openmpt.org/,Music Tracker,Free,Windows,Retro Hardware Clone,"OpenMPT (Open ModPlug Tracker) is a popular step sequencer supporting many tracker module formats. Clone of Impulse Tracker, FastTracker, Scream Tracker and ProTracker."
Psycle,https://sourceforge.net/projects/psycle/,Music Tracker,Free,"Windows, Linux",Retro Hardware Clone,"Download Psycle Modular Music Creation Studio for free. Psycle is a Music tracker (like FastTracker 2 or Impulse Tracker) combined with plugin modularity. It supports its own plugin API, the VST2 plugin standard, and a tracker style sampler playback. FastTracker II  Clone, ProTracker Clone"
Milky Tracker,https://milkytracker.titandemo.org/,Music Tracker,Free,"Windows, Mac, Linux",Retro Hardware Clone,"FastTracker II Clone, ProTracker Clone"
16-bits FT2,https://16-bits.org/ft2.php,Music Tracker,Free,"Windows, Mac, Linux",Retro Hardware Clone,FastTracker II  Clone
16-bits PT,https://16-bits.org/pt.php,Music Tracker,Free,"Windows, Mac",Retro Hardware Clone,ProTracker Clone
Schism Tracker,http://schismtracker.org/,Music Tracker,Free,"Windows, Mac, Linux",Retro Hardware Clone,Impulse Tracker Clone
Renoise,https://www.renoise.com/products/,"Music Tracker, DAW","Trial, Paid","Windows, Mac, Linux",,"Renoise is a digital audio workstation. It lets you compose, edit and record production-quality audio using a music tracker-based approach. It features a wide range of built-in audio processors, alongside support for all commonly used virtual instrument and effect plug-in formats."
MadTracker,http://www.madtracker.org/,Music Tracker,Free,Windows,,"MadTracker is the music composition tool that creates the shortest path between imagination and music. Based on the tracker concept, MadTracker provides a clean and intuitive interface for a powerful and efficient approach on making music. Versatility and compatibility are guaranteed due to full VST and ReWire support, while its computer charge is minimal."
Klystrack,https://kometbomb.github.io/klystrack/,Music Tracker,Free,"Windows, Linux",Retro Hardware Clone,
Bosca Ceoil,https://boscaceoil.net/,Music Tracker,Free,"Windows, Mac, Linux, Web",,
FamiTracker,http://famitracker.com/,Music Tracker,Free,Windows,Retro Hardware Clone,NES/Famicom
VCV Rack,https://vcvrack.com/,Virtual Modular Synthesizer,Free,"Windows, Mac, Linux",,VCV Rack - the Eurorack simulator. Free download
Tracktion Waverazor,https://www.tracktion.com/products/waverazor,Virtual Modular Synthesizer,"Free, Trial, Paid","Windows, Mac, Linux",,"Waverazor 2.0 Editor Version is a futuristic synth that gives you the power to splice waveforms into aggressive new sounds. AU/VST/AAX on Mac, PC, and Linux."
SunVox,http://www.warmplace.ru/soft/sunvox/,Virtual Modular Synthesizer,Free,"Windows, Mac, Linux, iOS, Android",,
AudioSauna,http://www.audiosauna.com/,Virtual Modular Synthesizer,Free,Web,Chrome Plugin,Also available as a Google Chrome Plugin
ZynAddSubFX,https://zynaddsubfx.sourceforge.io/,Virtual Modular Synthesizer,"Trial, Paid","Windows, Mac, Linux",,
Traktor,https://www.native-instruments.com/en/products/traktor/dj-software/,DJ,"Free, Paid","Windows, Mac, iOS",,"Professional, award-winning DJ software with a wealth of powerful functions and creative features – customizable to any DJ setup."
Mixxx,https://mixxx.org/,DJ,Free,"Windows, Mac, Linux",,"Download the most advanced FREE DJ software available, featuring iTunes integration, MIDI controller support, internet broadcasting, and integrated music library."
djay,https://www.algoriddim.com/,DJ,"Trial, Paid","Windows, Mac, iOS, Android",,"djay - #1 DJ app for iPad, iPhone, and Android. djay Pro - professional DJ software for Mac and Windows."
Deckadance,http://www.stantondj.com/deckadance-2.html,DJ,"Free, Paid","Windows, Mac",,
Serato DJ,https://serato.com/dj,DJ,"Free, Subscription","Windows, Mac",,"World Leading DJ Software, used by millions of DJs worldwide."
Cross DJ,https://www.mixvibes.com/cross-dj-4/,DJ,"Trial, Paid","Windows, Mac, iOS, Android",,"Downloaded by millions and developed by the creators of Rekordbox. Get Cross DJ 4, the upgraded DJ experience, on macOS and Windows."
Giada,https://www.giadamusic.com/index,DJ,Free,"Windows, Mac, Linux",,"Giada is an open source, minimalistic and hardcore music production tool. Designed for DJs, live performers and electronic musicians.undefined"
Bfxr,https://www.bfxr.net/,Video Game SFX,Free,"Windows, Mac, Web",,Sound-effects generation for your games in flash. Expands upon sfxr.
Jsfxr,http://sfxr.me/,Video Game SFX,Free,Web,,HTML5 port of Sfxr
Sfxr,http://www.drpetter.se/project_sfxr.html,Video Game SFX,Free,"Windows, Linux",,Sound Effects generator made to support entrants during the 10th Ludum Dare
ChipTone,http://sfbgames.com/chiptone/,Video Game SFX,Free,Web,,
Leshy SF Designer,https://www.leshylabs.com/apps/sfMaker/,Video Game SFX,Free,Web,,
LabChirp,http://labbed.net/software/labchirp/,Video Game SFX,Free,Windows,,"Download LabChirp - A free sound effects generator with multiple channels, modulation, envelopes, custom waveforms, effects, randomizer, mutator and more."
Footsteps Generator,https://thesoundpacktree.com/pages/footsteps-generator01,Video Game SFX,Free,Web,,
Krotos,https://www.krotosaudio.com/products/,Video Game SFX,Paid,"Windows, Mac",,
Filmstro,https://filmstro.com/products,"Music Editor, Adaptive Music",Free,"Windows, Mac, iOS","Premiere Plugin, Final Cut Pro Plugin","Our music software and soundtrack solutions give you the tools to add great adaptive music to your film and videos. Download on Mac & PC now."
SynthFont,http://www.synthfont.com/,MIDI Editor,"Free, Paid",Windows,,"SynthFont, Viena, VSTSynthFont and SyFonOne are the four main tools provided here for playing with MIDI files and SoundFonts, SynthFont lets you also edit MIDI files while Viena lets you edit SoundFonts. Use SynthFont to create audio files for playback on other devices."
MultitrackStudio,https://www.multitrackstudio.com/,MIDI Editor,"Free, Paid","Windows, Mac, iOS",,"MultitrackStudio is audio/MIDI multitrack recording software for both home recording, one track at a time, and live multitrack recording."
Anvil Studio,http://www.anvilstudio.com/,"MIDI Editor, Music Notation",Free,Windows,,"Free Windows multi-track MIDI/Audio recording & editing, VST Effects & Instruments, automation. Options for Sheet Music printing, music theory, ear training."
Rose Garden,https://rosegardenmusic.com/,"MIDI Editor, Music Notation",Free,"Windows, Linux",,"Rosegarden is a powerful audio, MIDI and score editing and sequencing environment for musicians."
Viena,http://www.synthfont.com/Viena_news.html,MIDI Editor,Free,Windows,SoundFont Editor,Viena news. All about the latest release.
Polyphone,https://www.polyphone-soundfonts.com/en/,MIDI Editor,Free,"Windows, Mac, Linux",SoundFont Editor,"Polyphone is a free and open-source software for editing sf2, sf3, sfArk and sfz soundfonts. A clean interface and convenient tools have been implemented to efficiently deal with small or big instruments. Polyphone is available in different languages for Windows, Mac OS X, Linux and comes with a forum and a detailed documentation."
Scala,http://www.huygens-fokker.org/scala/,MIDI Editor,Free,"Windows, Mac, Linux",MIDI Scale Tuner,
Finale,https://www.finalemusic.com/,Music Notation,"Trial, Paid","Windows, Mac",,"Produce the music of your imagination without compromise. No other music notation software offers Finale’s level of control, letting you decide both what and how you create. At every rehearsal, know that your score will sound great, your parts are ready, and you have clearly communicated your musical vision."
Forte,https://www.fortenotation.com/en/,Music Notation,"Free, Trial, Paid",Windows,,
MuseScore,https://musescore.org/en,Music Notation,Free,"Windows, Mac, Linux",,
Lilypond,http://lilypond.org/,Music Notation,Free,"Windows, Mac, Linux",,LilyPond – Music notation for everyone
Denemo,http://denemo.org/,Music Notation,Free,"Windows, Mac, Linux",,
Avid Sibelius,https://www.avid.com/sibelius,Music Notation,"Trial, Paid","Windows, Mac",,"Music Notation software used by great composers, arrangers, publishers and educators. Use Sibelius to compose rich scores with the core tools you need to create and share professional scores easily."
Steinberg Dorico,https://www.dorico.com/,Music Notation,"Trial, Paid","Windows, Mac",,"Compose or publish music notation, produce teaching materials or learn the language of music — Dorico lets you make beautiful music, fast."
Presonus Notion,https://www.presonus.com/products/notion,Music Notation,"Trial, Paid","Windows, Mac",,
Presonus Progression,https://www.presonus.com/products/progression,Music Notation,"Trial, Paid","Windows, Mac",,
Magic Score,http://www.musicaleditor.com/,Music Notation,"Trial, Paid",Windows,,MagicScore - easy and powerful music notation and composition software
ScoreCloud,https://scorecloud.com/,Music Notation,"Free, Subscription","Windows, Mac, iOS",Includes Cloud Save,"Like Google Translate for music! ScoreCloud music notation software instantly turns your songs into sheet music. As simple as that! - Music writing software"
Musink,https://musink.net/,Music Notation,"Free, Paid",Windows,,"Musink is free music-composition software that will change the way you write music. Notate scores, books, MIDI files, exercises &amp sheet music easily &amp quickly"
Noteflight,https://www.noteflight.com/,Music Notation,"Free, Subscription",Web,Cloud Platforms,"Noteflight is an online music writing application that lets you create, view, print and hear professional quality music notation right in your web browser."
NoteWorthy Composer,https://noteworthycomposer.com/,Music Notation,"Free, Paid",Windows,,
Overture,http://sonicscores.com/overture/,Music Notation,"Trial, Paid","Windows, Mac",,
Capella,https://www.capella-software.com/us/,Music Notation,"Trial, Paid","Windows, Mac",,
imitone,http://imitone.com/,"Music Editor, VST",Paid,"Windows, Mac",VST Plugin,"Voice to MIDI, also available as a VST Plugin"
